"","player","year","hr"
"1","youngcy01",1890,0
"2","youngcy01",1891,1
"3","keelewi01",1892,0
"4","youngcy01",1892,1
"5","keelewi01",1893,1
"6","keelewi01",1893,1
"7","youngcy01",1893,1
"8","keelewi01",1894,5
"9","youngcy01",1894,2
"10","keelewi01",1895,4
"11","youngcy01",1895,0
"12","keelewi01",1896,4
"13","lajoina01",1896,4
"14","youngcy01",1896,3
"15","keelewi01",1897,0
"16","lajoina01",1897,9
"17","wagneho01",1897,2
"18","youngcy01",1897,0
"19","keelewi01",1898,1
"20","lajoina01",1898,6
"21","wagneho01",1898,10
"22","youngcy01",1898,2
"23","keelewi01",1899,1
"24","lajoina01",1899,6
"25","wagneho01",1899,7
"26","youngcy01",1899,1
"27","keelewi01",1900,4
"28","lajoina01",1900,7
"29","mathech01",1900,0
"30","wagneho01",1900,4
"31","youngcy01",1900,1
"32","keelewi01",1901,2
"33","lajoina01",1901,14
"34","mathech01",1901,0
"35","wagneho01",1901,6
"36","youngcy01",1901,0
"37","keelewi01",1902,0
"38","lajoina01",1902,0
"39","lajoina01",1902,7
"40","mathech01",1902,2
"41","wagneho01",1902,3
"42","youngcy01",1902,1
"43","keelewi01",1903,0
"44","lajoina01",1903,7
"45","mathech01",1903,1
"46","wagneho01",1903,5
"47","youngcy01",1903,1
"48","keelewi01",1904,2
"49","lajoina01",1904,5
"50","mathech01",1904,0
"51","wagneho01",1904,4
"52","youngcy01",1904,1
"53","cobbty01",1905,1
"54","keelewi01",1905,4
"55","lajoina01",1905,2
"56","mathech01",1905,2
"57","wagneho01",1905,6
"58","youngcy01",1905,2
"59","cobbty01",1906,1
"60","collied01",1906,0
"61","keelewi01",1906,2
"62","lajoina01",1906,0
"63","mathech01",1906,0
"64","wagneho01",1906,2
"65","youngcy01",1906,0
"66","cobbty01",1907,5
"67","collied01",1907,0
"68","johnswa01",1907,0
"69","keelewi01",1907,0
"70","lajoina01",1907,2
"71","mathech01",1907,0
"72","speaktr01",1907,0
"73","wagneho01",1907,6
"74","youngcy01",1907,1
"75","cobbty01",1908,4
"76","collied01",1908,1
"77","johnswa01",1908,0
"78","keelewi01",1908,1
"79","lajoina01",1908,2
"80","mathech01",1908,0
"81","speaktr01",1908,0
"82","wagneho01",1908,10
"83","youngcy01",1908,0
"84","cobbty01",1909,9
"85","collied01",1909,3
"86","johnswa01",1909,1
"87","keelewi01",1909,1
"88","lajoina01",1909,1
"89","mathech01",1909,1
"90","speaktr01",1909,7
"91","wagneho01",1909,5
"92","youngcy01",1909,0
"93","cobbty01",1910,8
"94","collied01",1910,3
"95","johnswa01",1910,2
"96","keelewi01",1910,0
"97","lajoina01",1910,4
"98","mathech01",1910,1
"99","speaktr01",1910,7
"100","wagneho01",1910,4
"101","youngcy01",1910,0
"102","alexape01",1911,0
"103","cobbty01",1911,8
"104","collied01",1911,3
"105","johnswa01",1911,1
"106","lajoina01",1911,2
"107","mathech01",1911,0
"108","speaktr01",1911,8
"109","wagneho01",1911,9
"110","youngcy01",1911,0
"111","youngcy01",1911,0
"112","alexape01",1912,2
"113","cobbty01",1912,7
"114","collied01",1912,0
"115","johnswa01",1912,2
"116","lajoina01",1912,0
"117","maranra01",1912,0
"118","mathech01",1912,0
"119","pennohe01",1912,0
"120","speaktr01",1912,10
"121","wagneho01",1912,7
"122","alexape01",1913,0
"123","cobbty01",1913,4
"124","collied01",1913,3
"125","johnswa01",1913,2
"126","lajoina01",1913,1
"127","maranra01",1913,2
"128","mathech01",1913,0
"129","pennohe01",1913,0
"130","speaktr01",1913,3
"131","wagneho01",1913,3
"132","alexape01",1914,0
"133","cobbty01",1914,2
"134","collied01",1914,2
"135","heilmha01",1914,2
"136","johnswa01",1914,3
"137","lajoina01",1914,0
"138","maranra01",1914,4
"139","mathech01",1914,0
"140","pennohe01",1914,0
"141","ruthba01",1914,0
"142","speaktr01",1914,4
"143","wagneho01",1914,1
"144","alexape01",1915,1
"145","cobbty01",1915,3
"146","collied01",1915,4
"147","hornsro01",1915,0
"148","johnswa01",1915,2
"149","lajoina01",1915,1
"150","maranra01",1915,2
"151","mathech01",1915,0
"152","pennohe01",1915,0
"153","pennohe01",1915,0
"154","ruthba01",1915,4
"155","sislege01",1915,3
"156","speaktr01",1915,0
"157","vanceda01",1915,0
"158","vanceda01",1915,0
"159","wagneho01",1915,6
"160","alexape01",1916,0
"161","cobbty01",1916,5
"162","collied01",1916,0
"163","heilmha01",1916,2
"164","hornsro01",1916,6
"165","johnswa01",1916,1
"166","lajoina01",1916,2
"167","maranra01",1916,4
"168","mathech01",1916,0
"169","mathech01",1916,0
"170","pennohe01",1916,0
"171","ruthba01",1916,3
"172","sislege01",1916,4
"173","speaktr01",1916,2
"174","wagneho01",1916,1
"175","alexape01",1917,1
"176","cobbty01",1917,6
"177","collied01",1917,0
"178","heilmha01",1917,5
"179","hornsro01",1917,8
"180","johnswa01",1917,0
"181","maranra01",1917,3
"182","pennohe01",1917,0
"183","ruthba01",1917,2
"184","sislege01",1917,2
"185","speaktr01",1917,2
"186","wagneho01",1917,0
"187","alexape01",1918,0
"188","cobbty01",1918,3
"189","collied01",1918,2
"190","heilmha01",1918,5
"191","hornsro01",1918,5
"192","johnswa01",1918,1
"193","maranra01",1918,0
"194","ruthba01",1918,11
"195","sislege01",1918,2
"196","speaktr01",1918,0
"197","vanceda01",1918,0
"198","alexape01",1919,0
"199","cobbty01",1919,1
"200","collied01",1919,4
"201","friscfr01",1919,2
"202","heilmha01",1919,8
"203","hornsro01",1919,8
"204","johnswa01",1919,1
"205","maranra01",1919,5
"206","pennohe01",1919,0
"207","ruthba01",1919,29
"208","sislege01",1919,10
"209","speaktr01",1919,2
"210","alexape01",1920,1
"211","cobbty01",1920,2
"212","collied01",1920,3
"213","friscfr01",1920,4
"214","heilmha01",1920,9
"215","hornsro01",1920,9
"216","johnswa01",1920,1
"217","maranra01",1920,1
"218","pennohe01",1920,0
"219","ruthba01",1920,54
"220","sislege01",1920,19
"221","speaktr01",1920,8
"222","traynpi01",1920,0
"223","alexape01",1921,1
"224","cobbty01",1921,12
"225","collied01",1921,2
"226","friscfr01",1921,8
"227","heilmha01",1921,19
"228","hornsro01",1921,21
"229","johnswa01",1921,0
"230","maranra01",1921,1
"231","pennohe01",1921,1
"232","ruthba01",1921,59
"233","sislege01",1921,12
"234","speaktr01",1921,3
"235","traynpi01",1921,0
"236","alexape01",1922,0
"237","cobbty01",1922,4
"238","collied01",1922,1
"239","friscfr01",1922,5
"240","hartnga01",1922,0
"241","heilmha01",1922,21
"242","hornsro01",1922,42
"243","johnswa01",1922,1
"244","maranra01",1922,0
"245","pennohe01",1922,0
"246","ruthba01",1922,35
"247","sislege01",1922,8
"248","speaktr01",1922,11
"249","traynpi01",1922,4
"250","vanceda01",1922,0
"251","alexape01",1923,1
"252","cobbty01",1923,6
"253","collied01",1923,5
"254","friscfr01",1923,12
"255","hartnga01",1923,8
"256","heilmha01",1923,18
"257","hornsro01",1923,17
"258","johnswa01",1923,0
"259","lyonste01",1923,0
"260","maranra01",1923,1
"261","pennohe01",1923,0
"262","ruthba01",1923,41
"263","speaktr01",1923,17
"264","terrybi01",1923,0
"265","traynpi01",1923,12
"266","vanceda01",1923,1
"267","alexape01",1924,1
"268","cobbty01",1924,4
"269","collied01",1924,6
"270","friscfr01",1924,7
"271","gehrich01",1924,0
"272","hartnga01",1924,16
"273","heilmha01",1924,10
"274","hornsro01",1924,25
"275","johnswa01",1924,1
"276","lyonste01",1924,0
"277","maranra01",1924,2
"278","pennohe01",1924,2
"279","ruffire01",1924,0
"280","ruthba01",1924,46
"281","simmoal01",1924,8
"282","sislege01",1924,9
"283","speaktr01",1924,9
"284","terrybi01",1924,5
"285","traynpi01",1924,5
"286","vanceda01",1924,2
"287","alexape01",1925,2
"288","cobbty01",1925,12
"289","cochrmi01",1925,6
"290","collied01",1925,3
"291","foxxji01",1925,0
"292","friscfr01",1925,11
"293","gehrich01",1925,0
"294","grovele01",1925,0
"295","hartnga01",1925,24
"296","heilmha01",1925,13
"297","hornsro01",1925,39
"298","johnswa01",1925,2
"299","lyonste01",1925,0
"300","maranra01",1925,0
"301","pennohe01",1925,0
"302","ruffire01",1925,0
"303","ruthba01",1925,25
"304","simmoal01",1925,24
"305","sislege01",1925,12
"306","speaktr01",1925,12
"307","terrybi01",1925,11
"308","traynpi01",1925,6
"309","vanceda01",1925,3
"310","alexape01",1926,0
"311","alexape01",1926,0
"312","cobbty01",1926,4
"313","cochrmi01",1926,8
"314","collied01",1926,1
"315","cronijo01",1926,0
"316","foxxji01",1926,0
"317","friscfr01",1926,5
"318","gehrich01",1926,1
"319","grovele01",1926,0
"320","hartnga01",1926,8
"321","heilmha01",1926,9
"322","hornsro01",1926,11
"323","johnswa01",1926,1
"324","lyonste01",1926,0
"325","maranra01",1926,0
"326","ottme01",1926,0
"327","pennohe01",1926,0
"328","ruffire01",1926,1
"329","ruthba01",1926,47
"330","simmoal01",1926,19
"331","sislege01",1926,7
"332","speaktr01",1926,7
"333","terrybi01",1926,5
"334","traynpi01",1926,3
"335","vanceda01",1926,0
"336","wanerpa01",1926,8
"337","alexape01",1927,0
"338","cobbty01",1927,5
"339","cochrmi01",1927,12
"340","collied01",1927,1
"341","cronijo01",1927,0
"342","foxxji01",1927,3
"343","friscfr01",1927,10
"344","gehrich01",1927,4
"345","grovele01",1927,2
"346","hartnga01",1927,10
"347","heilmha01",1927,14
"348","hornsro01",1927,26
"349","johnswa01",1927,2
"350","lyonste01",1927,1
"351","maranra01",1927,0
"352","ottme01",1927,1
"353","pennohe01",1927,0
"354","ruffire01",1927,0
"355","ruthba01",1927,60
"356","simmoal01",1927,15
"357","sislege01",1927,5
"358","speaktr01",1927,2
"359","terrybi01",1927,20
"360","traynpi01",1927,5
"361","vanceda01",1927,0
"362","wanerpa01",1927,9
"363","alexape01",1928,1
"364","cobbty01",1928,1
"365","cochrmi01",1928,10
"366","collied01",1928,0
"367","cronijo01",1928,0
"368","dickebi01",1928,0
"369","foxxji01",1928,13
"370","friscfr01",1928,10
"371","gehrich01",1928,6
"372","grovele01",1928,1
"373","hartnga01",1928,14
"374","heilmha01",1928,14
"375","hornsro01",1928,21
"376","hubbeca01",1928,0
"377","lyonste01",1928,0
"378","maranra01",1928,1
"379","ottme01",1928,18
"380","pennohe01",1928,0
"381","ruffire01",1928,2
"382","ruthba01",1928,54
"383","simmoal01",1928,15
"384","sislege01",1928,0
"385","sislege01",1928,4
"386","speaktr01",1928,3
"387","terrybi01",1928,17
"388","traynpi01",1928,3
"389","vanceda01",1928,0
"390","wanerpa01",1928,6
"391","alexape01",1929,0
"392","cochrmi01",1929,7
"393","collied01",1929,0
"394","cronijo01",1929,8
"395","dickebi01",1929,10
"396","foxxji01",1929,33
"397","friscfr01",1929,5
"398","gehrich01",1929,13
"399","grovele01",1929,1
"400","hartnga01",1929,1
"401","heilmha01",1929,15
"402","hornsro01",1929,39
"403","hubbeca01",1929,0
"404","lyonste01",1929,0
"405","maranra01",1929,0
"406","ottme01",1929,42
"407","pennohe01",1929,0
"408","ruffire01",1929,2
"409","ruthba01",1929,46
"410","simmoal01",1929,34
"411","sislege01",1929,2
"412","terrybi01",1929,14
"413","traynpi01",1929,4
"414","vanceda01",1929,0
"415","wanerpa01",1929,15
"416","alexape01",1930,0
"417","applilu01",1930,0
"418","cochrmi01",1930,10
"419","collied01",1930,0
"420","cronijo01",1930,13
"421","deandi01",1930,0
"422","dickebi01",1930,5
"423","foxxji01",1930,37
"424","friscfr01",1930,10
"425","gehrich01",1930,16
"426","greenha01",1930,0
"427","grovele01",1930,2
"428","hartnga01",1930,37
"429","heilmha01",1930,19
"430","hornsro01",1930,2
"431","hubbeca01",1930,0
"432","lyonste01",1930,1
"433","maranra01",1930,2
"434","ottme01",1930,25
"435","pennohe01",1930,0
"436","ruffire01",1930,0
"437","ruffire01",1930,4
"438","ruthba01",1930,49
"439","simmoal01",1930,36
"440","sislege01",1930,3
"441","terrybi01",1930,23
"442","traynpi01",1930,9
"443","vanceda01",1930,0
"444","wanerpa01",1930,8
"445","applilu01",1931,1
"446","cochrmi01",1931,17
"447","cronijo01",1931,12
"448","dickebi01",1931,6
"449","foxxji01",1931,30
"450","friscfr01",1931,4
"451","gehrich01",1931,4
"452","grovele01",1931,0
"453","hartnga01",1931,8
"454","hornsro01",1931,16
"455","hubbeca01",1931,0
"456","lyonste01",1931,0
"457","maranra01",1931,0
"458","ottme01",1931,29
"459","pennohe01",1931,1
"460","ruffire01",1931,3
"461","ruthba01",1931,46
"462","simmoal01",1931,22
"463","terrybi01",1931,9
"464","traynpi01",1931,2
"465","vanceda01",1931,0
"466","wanerpa01",1931,6
"467","applilu01",1932,3
"468","cochrmi01",1932,23
"469","cronijo01",1932,6
"470","deandi01",1932,2
"471","dickebi01",1932,15
"472","foxxji01",1932,58
"473","friscfr01",1932,3
"474","gehrich01",1932,19
"475","grovele01",1932,4
"476","hartnga01",1932,12
"477","heilmha01",1932,0
"478","hornsro01",1932,1
"479","hubbeca01",1932,1
"480","lyonste01",1932,1
"481","maranra01",1932,0
"482","medwijo01",1932,2
"483","ottme01",1932,38
"484","pennohe01",1932,0
"485","ruffire01",1932,3
"486","ruthba01",1932,41
"487","simmoal01",1932,35
"488","terrybi01",1932,28
"489","traynpi01",1932,2
"490","vanceda01",1932,0
"491","wanerpa01",1932,8
"492","applilu01",1933,6
"493","cochrmi01",1933,15
"494","cronijo01",1933,5
"495","deandi01",1933,1
"496","dickebi01",1933,14
"497","foxxji01",1933,48
"498","friscfr01",1933,4
"499","gehrich01",1933,12
"500","greenha01",1933,12
"501","grovele01",1933,1
"502","hartnga01",1933,16
"503","hornsro01",1933,2
"504","hornsro01",1933,1
"505","hubbeca01",1933,1
"506","lyonste01",1933,1
"507","maranra01",1933,0
"508","medwijo01",1933,18
"509","ottme01",1933,23
"510","pennohe01",1933,0
"511","ruffire01",1933,2
"512","ruthba01",1933,34
"513","simmoal01",1933,14
"514","terrybi01",1933,6
"515","traynpi01",1933,1
"516","vanceda01",1933,0
"517","wanerpa01",1933,7
"518","applilu01",1934,2
"519","cochrmi01",1934,2
"520","cronijo01",1934,7
"521","deandi01",1934,2
"522","dickebi01",1934,12
"523","foxxji01",1934,44
"524","friscfr01",1934,3
"525","gehrich01",1934,11
"526","greenha01",1934,26
"527","grovele01",1934,1
"528","hartnga01",1934,22
"529","hornsro01",1934,1
"530","hubbeca01",1934,0
"531","lyonste01",1934,1
"532","medwijo01",1934,18
"533","ottme01",1934,35
"534","pennohe01",1934,0
"535","ruffire01",1934,2
"536","ruthba01",1934,22
"537","simmoal01",1934,18
"538","terrybi01",1934,8
"539","traynpi01",1934,1
"540","vanceda01",1934,0
"541","vanceda01",1934,1
"542","wanerpa01",1934,14
"543","applilu01",1935,1
"544","cochrmi01",1935,5
"545","cronijo01",1935,9
"546","deandi01",1935,2
"547","dickebi01",1935,14
"548","foxxji01",1935,36
"549","friscfr01",1935,1
"550","gehrich01",1935,19
"551","greenha01",1935,36
"552","grovele01",1935,1
"553","hartnga01",1935,13
"554","hornsro01",1935,0
"555","hubbeca01",1935,1
"556","lyonste01",1935,0
"557","maranra01",1935,0
"558","medwijo01",1935,23
"559","ottme01",1935,31
"560","ruffire01",1935,2
"561","ruthba01",1935,6
"562","simmoal01",1935,16
"563","terrybi01",1935,6
"564","traynpi01",1935,1
"565","vanceda01",1935,0
"566","wanerpa01",1935,11
"567","applilu01",1936,6
"568","cochrmi01",1936,2
"569","cronijo01",1936,2
"570","deandi01",1936,0
"571","dickebi01",1936,22
"572","dimagjo01",1936,29
"573","fellebo01",1936,0
"574","foxxji01",1936,41
"575","friscfr01",1936,1
"576","gehrich01",1936,15
"577","greenha01",1936,1
"578","grovele01",1936,0
"579","hartnga01",1936,7
"580","hornsro01",1936,0
"581","hubbeca01",1936,0
"582","lyonste01",1936,0
"583","medwijo01",1936,18
"584","ottme01",1936,33
"585","ruffire01",1936,5
"586","simmoal01",1936,13
"587","terrybi01",1936,2
"588","wanerpa01",1936,5
"589","applilu01",1937,4
"590","cochrmi01",1937,2
"591","cronijo01",1937,18
"592","deandi01",1937,1
"593","dickebi01",1937,29
"594","dimagjo01",1937,46
"595","fellebo01",1937,0
"596","foxxji01",1937,36
"597","friscfr01",1937,0
"598","gehrich01",1937,14
"599","greenha01",1937,40
"600","grovele01",1937,0
"601","hartnga01",1937,12
"602","hornsro01",1937,1
"603","hubbeca01",1937,0
"604","lyonste01",1937,0
"605","medwijo01",1937,31
"606","ottme01",1937,31
"607","ruffire01",1937,1
"608","simmoal01",1937,8
"609","traynpi01",1937,0
"610","wanerpa01",1937,2
"611","applilu01",1938,0
"612","boudrlo01",1938,0
"613","cronijo01",1938,17
"614","deandi01",1938,0
"615","dickebi01",1938,27
"616","dimagjo01",1938,32
"617","fellebo01",1938,0
"618","foxxji01",1938,50
"619","gehrich01",1938,20
"620","greenha01",1938,58
"621","grovele01",1938,0
"622","hartnga01",1938,10
"623","hubbeca01",1938,0
"624","lyonste01",1938,0
"625","medwijo01",1938,21
"626","ottme01",1938,36
"627","ruffire01",1938,3
"628","simmoal01",1938,21
"629","wanerpa01",1938,6
"630","applilu01",1939,0
"631","boudrlo01",1939,0
"632","cronijo01",1939,19
"633","deandi01",1939,0
"634","dickebi01",1939,24
"635","dimagjo01",1939,30
"636","fellebo01",1939,0
"637","foxxji01",1939,35
"638","gehrich01",1939,16
"639","greenha01",1939,33
"640","grovele01",1939,1
"641","hartnga01",1939,12
"642","hubbeca01",1939,1
"643","lyonste01",1939,0
"644","medwijo01",1939,14
"645","ottme01",1939,27
"646","ruffire01",1939,1
"647","simmoal01",1939,7
"648","simmoal01",1939,0
"649","wanerpa01",1939,3
"650","willite01",1939,31
"651","wynnea01",1939,0
"652","applilu01",1940,0
"653","boudrlo01",1940,9
"654","cronijo01",1940,24
"655","deandi01",1940,0
"656","dickebi01",1940,9
"657","dimagjo01",1940,31
"658","fellebo01",1940,2
"659","foxxji01",1940,36
"660","gehrich01",1940,10
"661","greenha01",1940,41
"662","grovele01",1940,1
"663","hartnga01",1940,1
"664","hubbeca01",1940,0
"665","lyonste01",1940,0
"666","medwijo01",1940,3
"667","medwijo01",1940,14
"668","ottme01",1940,19
"669","ruffire01",1940,1
"670","simmoal01",1940,1
"671","wanerpa01",1940,1
"672","willite01",1940,23
"673","applilu01",1941,1
"674","boudrlo01",1941,10
"675","cronijo01",1941,16
"676","deandi01",1941,0
"677","dickebi01",1941,7
"678","dimagjo01",1941,30
"679","fellebo01",1941,1
"680","foxxji01",1941,19
"681","gehrich01",1941,3
"682","greenha01",1941,2
"683","grovele01",1941,0
"684","hartnga01",1941,5
"685","hubbeca01",1941,0
"686","lemonbo01",1941,0
"687","lyonste01",1941,0
"688","medwijo01",1941,18
"689","musiast01",1941,1
"690","ottme01",1941,27
"691","ruffire01",1941,2
"692","simmoal01",1941,0
"693","wanerpa01",1941,0
"694","wanerpa01",1941,2
"695","willite01",1941,37
"696","wynnea01",1941,0
"697","applilu01",1942,3
"698","boudrlo01",1942,2
"699","cronijo01",1942,4
"700","dickebi01",1942,2
"701","dimagjo01",1942,21
"702","foxxji01",1942,5
"703","foxxji01",1942,3
"704","gehrich01",1942,1
"705","hubbeca01",1942,0
"706","lemonbo01",1942,0
"707","lyonste01",1942,0
"708","medwijo01",1942,4
"709","musiast01",1942,10
"710","ottme01",1942,30
"711","ruffire01",1942,1
"712","spahnwa01",1942,0
"713","wanerpa01",1942,1
"714","willite01",1942,36
"715","wynnea01",1942,0
"716","applilu01",1943,3
"717","boudrlo01",1943,3
"718","cronijo01",1943,5
"719","dickebi01",1943,4
"720","hubbeca01",1943,0
"721","medwijo01",1943,0
"722","medwijo01",1943,5
"723","musiast01",1943,13
"724","ottme01",1943,18
"725","simmoal01",1943,1
"726","wanerpa01",1943,1
"727","wynnea01",1943,1
"728","boudrlo01",1944,3
"729","cronijo01",1944,5
"730","foxxji01",1944,0
"731","medwijo01",1944,7
"732","musiast01",1944,12
"733","ottme01",1944,26
"734","simmoal01",1944,0
"735","wanerpa01",1944,0
"736","wanerpa01",1944,0
"737","wynnea01",1944,1
"738","applilu01",1945,1
"739","boudrlo01",1945,3
"740","cronijo01",1945,0
"741","fellebo01",1945,0
"742","foxxji01",1945,7
"743","greenha01",1945,13
"744","medwijo01",1945,3
"745","medwijo01",1945,0
"746","ottme01",1945,21
"747","ruffire01",1945,1
"748","wanerpa01",1945,0
"749","applilu01",1946,1
"750","berrayo01",1946,2
"751","boudrlo01",1946,6
"752","dickebi01",1946,2
"753","dimagjo01",1946,25
"754","fellebo01",1946,0
"755","greenha01",1946,44
"756","kinerra01",1946,23
"757","lemonbo01",1946,1
"758","lyonste01",1946,0
"759","medwijo01",1946,2
"760","musiast01",1946,16
"761","ottme01",1946,1
"762","ruffire01",1946,0
"763","spahnwa01",1946,0
"764","willite01",1946,38
"765","wynnea01",1946,1
"766","applilu01",1947,8
"767","berrayo01",1947,11
"768","boudrlo01",1947,4
"769","deandi01",1947,0
"770","dimagjo01",1947,20
"771","fellebo01",1947,0
"772","greenha01",1947,25
"773","kinerra01",1947,51
"774","lemonbo01",1947,2
"775","medwijo01",1947,4
"776","musiast01",1947,19
"777","ottme01",1947,0
"778","robinja02",1947,12
"779","ruffire01",1947,0
"780","snidedu01",1947,0
"781","spahnwa01",1947,0
"782","willite01",1947,32
"783","wynnea01",1947,2
"784","applilu01",1948,0
"785","berrayo01",1948,14
"786","boudrlo01",1948,18
"787","camparo01",1948,9
"788","dimagjo01",1948,39
"789","fellebo01",1948,0
"790","kinerra01",1948,40
"791","lemonbo01",1948,5
"792","medwijo01",1948,0
"793","musiast01",1948,39
"794","roberro01",1948,1
"795","robinja02",1948,12
"796","snidedu01",1948,5
"797","spahnwa01",1948,1
"798","willite01",1948,25
"799","wynnea01",1948,0
"800","applilu01",1949,5
"801","berrayo01",1949,20
"802","boudrlo01",1949,4
"803","camparo01",1949,22
"804","dimagjo01",1949,14
"805","fellebo01",1949,2
"806","kinerra01",1949,54
"807","lemonbo01",1949,7
"808","musiast01",1949,36
"809","roberro01",1949,0
"810","robinja02",1949,16
"811","snidedu01",1949,23
"812","spahnwa01",1949,2
"813","willite01",1949,43
"814","wynnea01",1949,1
"815","applilu01",1950,0
"816","berrayo01",1950,28
"817","boudrlo01",1950,1
"818","camparo01",1950,31
"819","dimagjo01",1950,32
"820","fellebo01",1950,2
"821","fordwh01",1950,0
"822","kinerra01",1950,47
"823","lemonbo01",1950,6
"824","musiast01",1950,28
"825","roberro01",1950,0
"826","robinja02",1950,14
"827","snidedu01",1950,31
"828","spahnwa01",1950,1
"829","willite01",1950,28
"830","wynnea01",1950,2
"831","berrayo01",1951,27
"832","boudrlo01",1951,5
"833","camparo01",1951,33
"834","dimagjo01",1951,12
"835","fellebo01",1951,0
"836","kinerra01",1951,42
"837","lemonbo01",1951,3
"838","mantlmi01",1951,13
"839","mayswi01",1951,20
"840","musiast01",1951,32
"841","roberro01",1951,0
"842","robinja02",1951,19
"843","snidedu01",1951,29
"844","spahnwa01",1951,1
"845","willite01",1951,30
"846","wynnea01",1951,1
"847","berrayo01",1952,30
"848","boudrlo01",1952,0
"849","camparo01",1952,22
"850","fellebo01",1952,1
"851","kinerra01",1952,37
"852","lemonbo01",1952,2
"853","mantlmi01",1952,23
"854","matheed01",1952,25
"855","mayswi01",1952,4
"856","musiast01",1952,21
"857","roberro01",1952,0
"858","robinja02",1952,19
"859","snidedu01",1952,21
"860","spahnwa01",1952,2
"861","wilheho01",1952,1
"862","willite01",1952,1
"863","wynnea01",1952,0
"864","bankser01",1953,2
"865","berrayo01",1953,27
"866","camparo01",1953,41
"867","fellebo01",1953,0
"868","fordwh01",1953,0
"869","kalinal01",1953,1
"870","kinerra01",1953,7
"871","kinerra01",1953,28
"872","lemonbo01",1953,2
"873","mantlmi01",1953,21
"874","matheed01",1953,47
"875","musiast01",1953,30
"876","roberro01",1953,1
"877","robinja02",1953,12
"878","snidedu01",1953,42
"879","spahnwa01",1953,2
"880","wilheho01",1953,0
"881","willite01",1953,13
"882","wynnea01",1953,3
"883","aaronha01",1954,13
"884","bankser01",1954,19
"885","berrayo01",1954,22
"886","camparo01",1954,19
"887","fellebo01",1954,0
"888","fordwh01",1954,0
"889","kalinal01",1954,4
"890","killeha01",1954,0
"891","kinerra01",1954,22
"892","lemonbo01",1954,2
"893","mantlmi01",1954,27
"894","matheed01",1954,40
"895","mayswi01",1954,41
"896","musiast01",1954,35
"897","roberro01",1954,0
"898","robinja02",1954,15
"899","snidedu01",1954,40
"900","spahnwa01",1954,1
"901","wilheho01",1954,0
"902","willite01",1954,29
"903","wynnea01",1954,0
"904","aaronha01",1955,27
"905","bankser01",1955,44
"906","berrayo01",1955,27
"907","camparo01",1955,32
"908","fellebo01",1955,0
"909","fordwh01",1955,1
"910","kalinal01",1955,27
"911","killeha01",1955,4
"912","kinerra01",1955,18
"913","koufasa01",1955,0
"914","lemonbo01",1955,1
"915","mantlmi01",1955,37
"916","matheed01",1955,41
"917","mayswi01",1955,51
"918","musiast01",1955,33
"919","roberro01",1955,2
"920","robinbr01",1955,0
"921","robinja02",1955,8
"922","snidedu01",1955,42
"923","spahnwa01",1955,4
"924","wilheho01",1955,0
"925","willite01",1955,28
"926","wynnea01",1955,1
"927","aaronha01",1956,26
"928","aparilu01",1956,3
"929","bankser01",1956,28
"930","berrayo01",1956,30
"931","camparo01",1956,20
"932","drysddo01",1956,1
"933","fellebo01",1956,0
"934","fordwh01",1956,0
"935","kalinal01",1956,27
"936","killeha01",1956,5
"937","koufasa01",1956,0
"938","lemonbo01",1956,5
"939","mantlmi01",1956,52
"940","matheed01",1956,37
"941","mayswi01",1956,36
"942","musiast01",1956,27
"943","roberro01",1956,1
"944","robinbr01",1956,1
"945","robinfr02",1956,38
"946","robinja02",1956,10
"947","snidedu01",1956,43
"948","spahnwa01",1956,3
"949","wilheho01",1956,0
"950","willite01",1956,24
"951","wynnea01",1956,1
"952","aaronha01",1957,44
"953","aparilu01",1957,3
"954","bankser01",1957,43
"955","berrayo01",1957,24
"956","camparo01",1957,13
"957","drysddo01",1957,2
"958","fordwh01",1957,0
"959","kalinal01",1957,23
"960","killeha01",1957,2
"961","koufasa01",1957,0
"962","lemonbo01",1957,1
"963","mantlmi01",1957,34
"964","matheed01",1957,32
"965","mayswi01",1957,35
"966","musiast01",1957,29
"967","roberro01",1957,0
"968","robinbr01",1957,2
"969","robinfr02",1957,29
"970","snidedu01",1957,40
"971","spahnwa01",1957,2
"972","wilheho01",1957,0
"973","wilheho01",1957,0
"974","willite01",1957,38
"975","wynnea01",1957,0
"976","aaronha01",1958,30
"977","aparilu01",1958,2
"978","bankser01",1958,47
"979","berrayo01",1958,22
"980","drysddo01",1958,7
"981","fordwh01",1958,0
"982","kalinal01",1958,16
"983","killeha01",1958,0
"984","koufasa01",1958,0
"985","lemonbo01",1958,0
"986","mantlmi01",1958,42
"987","matheed01",1958,31
"988","mayswi01",1958,29
"989","musiast01",1958,17
"990","roberro01",1958,0
"991","robinbr01",1958,3
"992","robinfr02",1958,31
"993","snidedu01",1958,15
"994","spahnwa01",1958,2
"995","wilheho01",1958,0
"996","wilheho01",1958,0
"997","willite01",1958,26
"998","wynnea01",1958,0
"999","aaronha01",1959,39
"1000","aparilu01",1959,6
"1001","bankser01",1959,45
"1002","berrayo01",1959,19
"1003","drysddo01",1959,4
"1004","fordwh01",1959,1
"1005","gibsobo01",1959,0
"1006","kalinal01",1959,27
"1007","killeha01",1959,42
"1008","koufasa01",1959,0
"1009","mantlmi01",1959,31
"1010","matheed01",1959,46
"1011","mayswi01",1959,34
"1012","mccovwi01",1959,13
